"filename", "language", "PHP", "comment", "blank", "total"
"c:\Users\admin\source\repos\Silerium_laravel\database\migrations\2024_06_30_180731_user_emailverified_nullable.php", "PHP", 2, 0, 0, 2
"Total", "-", 2, 0, 0, 2
